ticketId,customerId,customerName,customerSegment,plan,channel,subject,bodyPreview,createdAt,lastReplyAt,lastReplyBy,replyCount,status,priority,assignedTo,category,previousOpenTicketsForCustomer
TKT-303310,ACCT-02532,Atacadista Oliveira Ltda,SMB,GROWTH,EMAIL,Convite pra evento,"Vamos sediar um meetup em SP, queriam falar de SaaS B2B?",2026-03-06T15:28:46,2026-03-10T09:53:33,CUSTOMER,3,RESOLVED,MEDIUM,Diego Cruz,OTHER,0
TKT-305238,ACCT-02385,Soluções Pereira Ltda,MID,GROWTH,EMAIL,Como integro com nosso ERP?,Usamos um ERP próprio. Vocês têm SDK ou só REST?,2026-03-06T15:59:12,2026-03-13T17:54:19,CUSTOMER,1,RESOLVED,LOW,João Vargas,HOW_TO,2
TKT-307396,ACCT-02338,Transportes Ferreira ME,SMB,STARTER,EMAIL,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-03-06T15:59:14,2026-03-09T19:27:50,CUSTOMER,7,RESOLVED,LOW,Felipe Nunes,BUG,1
TKT-300959,ACCT-02331,Soluções Santos do Brasil,ENT,ENTERPRISE,EMAIL,Feedback geral sobre o produto,"Só queria mandar um obrigado, time. UX melhorou bastante esse ano.",2026-03-06T16:47:17,2026-03-18T00:10:47,CUSTOMER,4,CLOSED,MEDIUM,Henrique Faria,,2
TKT-305981,ACCT-02019,Distribuidora Ribeiro do Brasil,SMB,STARTER,EMAIL,Indicação de cliente,Tem programa de referral? Posso indicar 2 empresas amigas.,2026-03-06T16:50:53,2026-03-11T02:08:21,AGENT,7,RESOLVED,MEDIUM,Carla Mendes,,1
TKT-303498,ACCT-02654,Indústria Souza ME,SMB,GROWTH,WHATSAPP,Dashboard não carrega após login,A página principal fica em loading infinito desde a manhã de hoje.,2026-03-06T16:56:53,2026-03-14T13:58:00,CUSTOMER,8,RESOLVED,HIGH,Bruno Lima,,1
TKT-307211,ACCT-02313,Indústria Souza S.A.,SMB,GROWTH,EMAIL,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-03-06T17:10:26,2026-03-19T17:41:30,AGENT,2,CLOSED,HIGH,Bruno Lima,HOW_TO,1
TKT-307066,ACCT-02332,Alimentos Rodrigues S.A.,SMB,STARTER,CHAT,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-03-06T17:16:43,2026-03-15T22:18:52,CUSTOMER,8,RESOLVED,LOW,Carla Mendes,,2
TKT-300854,ACCT-02293,Tecnologia Pereira Ltda,SMB,STARTER,WHATSAPP,Falta filtro por tag no listão,Conseguiríamos filtrar registros pela tag custom? Hoje só dá pra ordenar.,2026-03-06T17:56:58,2026-03-19T19:01:37,CUSTOMER,4,CLOSED,MEDIUM,Erica Tavares,FEATURE_REQUEST,0
TKT-300615,ACCT-02632,Varejo Santos do Brasil,SMB,FREE,EMAIL,Parceria comercial,Trabalhamos com um produto complementar — quem fala sobre integração de marketing?,2026-03-06T17:57:10,2026-03-09T21:05:17,AGENT,2,CLOSED,MEDIUM,Bruno Lima,OTHER,0
TKT-303922,ACCT-02494,Indústria Rodrigues ME,SMB,FREE,CHAT,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-03-06T18:06:27,2026-03-19T15:45:37,CUSTOMER,4,CLOSED,HIGH,Ana Souza,BUG,0
TKT-302942,ACCT-02059,Atacadista Oliveira ME,MID,GROWTH,EMAIL,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-03-06T18:16:36,2026-03-18T11:42:09,CUSTOMER,7,RESOLVED,MEDIUM,Ana Souza,,2
TKT-305092,ACCT-02387,Serviços Ferreira do Brasil,SMB,GROWTH,CHAT,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-03-06T18:32:06,2026-03-18T13:12:34,AGENT,4,WAITING_CUSTOMER,MEDIUM,Ana Souza,,0
TKT-302768,ACCT-02173,Farma Ferreira S.A.,SMB,STARTER,CHAT,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-03-06T18:33:56,2026-03-17T10:41:18,CUSTOMER,2,RESOLVED,URGENT,Carla Mendes,,3
TKT-302603,ACCT-02363,Têxtil Costa S.A.,SMB,FREE,EMAIL,Dúvida sobre upgrade de plano,"Se eu mudar pra GROWTH agora, a cobrança é proporcional ou já vem cheia?",2026-03-06T18:40:57,2026-03-15T14:14:40,AGENT,3,RESOLVED,HIGH,Diego Cruz,BILLING,1
TKT-304465,ACCT-02607,Comércio Carvalho Ltda,SMB,STARTER,EMAIL,Como mudo o método de pagamento?,Quero trocar de boleto pra cartão — onde faço isso no painel?,2026-03-06T18:43:02,2026-03-13T09:30:23,CUSTOMER,8,IN_PROGRESS,HIGH,Carla Mendes,BILLING,2
TKT-303353,ACCT-02427,Construtora Ferreira S.A.,SMB,STARTER,WHATSAPP,Como adiciono um novo usuário?,Sou admin e não acho onde convidar mais alguém.,2026-03-06T18:47:42,2026-03-17T19:00:30,CUSTOMER,3,IN_PROGRESS,MEDIUM,Giovana Reis,,1
TKT-305606,ACCT-02500,Farma Andrade do Brasil,SMB,STARTER,EMAIL,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-03-06T19:00:15,2026-03-10T13:25:16,AGENT,2,CLOSED,HIGH,Bruno Lima,,1
TKT-304715,ACCT-02660,Alimentos Oliveira do Brasil,MID,STARTER,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-03-06T19:24:42,2026-03-09T09:18:37,AGENT,7,RESOLVED,MEDIUM,Henrique Faria,,1
TKT-306704,ACCT-02566,Logística Lima S.A.,SMB,GROWTH,CHAT,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-03-06T19:57:36,2026-03-20T05:09:08,AGENT,1,WAITING_CUSTOMER,URGENT,Ana Souza,,2
TKT-305313,ACCT-02452,Varejo Santos do Brasil,SMB,STARTER,CHAT,Como integro com nosso ERP?,Usamos um ERP próprio. Vocês têm SDK ou só REST?,2026-03-06T19:59:59,2026-03-18T17:07:53,AGENT,3,WAITING_CUSTOMER,HIGH,Carla Mendes,HOW_TO,0
TKT-300010,ACCT-02115,Indústria Souza ME,SMB,STARTER,CHAT,Estamos avaliando trocar de fornecedor,"Oi, tudo bem? Estamos olhando outras soluções e queria entender se vale a pena renovar.",2026-03-06T20:04:37,2026-03-10T22:52:54,CUSTOMER,7,WAITING_CUSTOMER,MEDIUM,Bruno Lima,CHURN_SIGNAL,0
TKT-305676,ACCT-02340,Distribuidora Ribeiro ME,MID,ENTERPRISE,EMAIL,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-03-06T20:09:44,2026-03-08T20:51:12,AGENT,5,IN_PROGRESS,MEDIUM,Henrique Faria,HOW_TO,1
TKT-305887,ACCT-02361,Distribuidora Pereira do Brasil,SMB,STARTER,EMAIL,Como integro com nosso ERP?,Usamos um ERP próprio. Vocês têm SDK ou só REST?,2026-03-06T20:11:59,2026-03-07T22:30:37,CUSTOMER,2,RESOLVED,MEDIUM,Ana Souza,,1
TKT-303868,ACCT-02102,Comércio Rodrigues,SMB,FREE,WHATSAPP,Falta filtro por tag no listão,Conseguiríamos filtrar registros pela tag custom? Hoje só dá pra ordenar.,2026-03-06T20:18:21,2026-03-07T09:14:11,AGENT,4,RESOLVED,LOW,Carla Mendes,,1
TKT-303067,ACCT-02538,Comércio Ferreira S.A.,SMB,STARTER,EMAIL,Sugestão: exportar em XLSX,Hoje só temos CSV — seria muito útil ter XLSX com formatação.,2026-03-06T20:32:03,2026-03-09T11:22:47,CUSTOMER,2,RESOLVED,URGENT,Felipe Nunes,FEATURE_REQUEST,2
TKT-305106,ACCT-02569,Comércio Rodrigues ME,MID,GROWTH,EMAIL,Dúvida sobre upgrade de plano,"Se eu mudar pra GROWTH agora, a cobrança é proporcional ou já vem cheia?",2026-03-06T20:42:22,2026-03-10T10:49:05,CUSTOMER,1,RESOLVED,LOW,Bruno Lima,,1
TKT-306211,ACCT-02255,Atacadista Oliveira ME,MID,GROWTH,EMAIL,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-03-06T20:56:59,2026-03-18T11:16:07,AGENT,2,IN_PROGRESS,URGENT,João Vargas,BUG,2
TKT-303729,ACCT-02665,Alimentos Santos Ltda,SMB,GROWTH,CHAT,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-03-06T21:46:59,2026-03-20T03:58:47,CUSTOMER,3,RESOLVED,LOW,Ana Souza,HOW_TO,0
TKT-307567,ACCT-02228,Transportes Souza Ltda,SMB,STARTER,EMAIL,Pix não foi reconhecido,Pago o boleto via Pix ontem mas a plataforma ainda mostra como em aberto. Comprovante anexo.,2026-03-06T22:05:01,2026-03-07T17:54:31,AGENT,8,CLOSED,MEDIUM,Carla Mendes,BILLING,2
TKT-306706,ACCT-02492,Construtora Pereira,SMB,STARTER,WHATSAPP,Sugestão de campo customizado no perfil,Precisamos guardar o CNPJ secundário do cliente em algum lugar.,2026-03-06T22:20:16,2026-03-14T17:31:47,CUSTOMER,4,RESOLVED,MEDIUM,Ana Souza,FEATURE_REQUEST,5
TKT-304941,ACCT-02601,Varejo Ferreira ME,SMB,STARTER,EMAIL,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-03-06T22:31:15,2026-03-17T21:57:10,CUSTOMER,5,WAITING_CUSTOMER,HIGH,Henrique Faria,,1
TKT-304973,ACCT-02674,Tecnologia Souza do Brasil,ENT,ENTERPRISE,PHONE_CALLBACK,Boleto não chegou no email,"Olá, ainda não recebi o boleto da fatura deste mês. Podem reenviar para meu financeiro?",2026-03-06T22:37:13,,,0,NEW,MEDIUM,,,1
TKT-301374,ACCT-02302,Comércio Souza ME,SMB,FREE,CHAT,Parceria comercial,Trabalhamos com um produto complementar — quem fala sobre integração de marketing?,2026-03-06T22:40:07,2026-03-10T02:41:08,AGENT,6,RESOLVED,MEDIUM,Ana Souza,,1
TKT-306287,ACCT-02520,Varejo Santos Ltda,SMB,STARTER,EMAIL,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-03-06T23:43:22,2026-03-16T06:47:46,CUSTOMER,7,WAITING_CUSTOMER,HIGH,Giovana Reis,,1
TKT-301772,ACCT-02579,Engenharia Souza S.A.,SMB,STARTER,CHAT,Churn — pedindo sair antes do fim do contrato,Estamos pensando em sair antes do vencimento. Tem multa?,2026-03-07T00:03:47,2026-03-19T21:16:18,AGENT,4,RESOLVED,MEDIUM,Giovana Reis,,0
TKT-304836,ACCT-02438,Atacadista Almeida ME,SMB,GROWTH,CHAT,Como integro com nosso ERP?,Usamos um ERP próprio. Vocês têm SDK ou só REST?,2026-03-07T00:11:30,2026-03-15T13:00:03,AGENT,4,RESOLVED,LOW,Carla Mendes,,0
TKT-307166,ACCT-02249,Tecnologia Ribeiro do Brasil,SMB,GROWTH,EMAIL,Pedido de nota fiscal de janeiro,Preciso da NF-e referente à competência 01/2026 pro fechamento contábil.,2026-03-07T00:17:25,2026-03-17T20:14:42,AGENT,2,RESOLVED,HIGH,Carla Mendes,,1
TKT-306435,ACCT-02694,Têxtil Souza S.A.,MID,STARTER,PHONE_CALLBACK,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-03-07T01:26:36,2026-03-19T17:31:02,AGENT,4,CLOSED,LOW,Diego Cruz,HOW_TO,0
TKT-306463,ACCT-02422,Atacadista Costa ME,SMB,FREE,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-03-07T01:29:27,2026-03-11T00:54:43,AGENT,5,CLOSED,LOW,Karina Melo,,2
TKT-304809,ACCT-02651,Soluções Lima Ltda,MID,STARTER,EMAIL,Como adiciono um novo usuário?,Sou admin e não acho onde convidar mais alguém.,2026-03-07T01:33:36,2026-03-11T19:47:22,CUSTOMER,5,CLOSED,MEDIUM,Carla Mendes,,0
TKT-306057,ACCT-02232,Comércio Santos Ltda,MID,STARTER,EMAIL,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-03-07T01:35:33,2026-03-15T05:53:38,CUSTOMER,3,CLOSED,MEDIUM,Bruno Lima,,0
TKT-301105,ACCT-02173,Farma Ferreira S.A.,SMB,STARTER,CHAT,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-03-07T01:54:51,2026-03-17T23:15:10,CUSTOMER,4,RESOLVED,URGENT,Henrique Faria,BUG,2
TKT-302598,ACCT-02228,Transportes Souza Ltda,SMB,STARTER,EMAIL,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-03-07T02:09:11,2026-03-12T20:37:17,AGENT,1,CLOSED,MEDIUM,Ana Souza,,0
TKT-304711,ACCT-02542,Alimentos Carvalho do Brasil,SMB,STARTER,EMAIL,Erro 500 ao salvar relatório,Quando clico em 'Exportar' o sistema retorna 500. Tentei em três navegadores diferentes.,2026-03-07T02:18:50,2026-03-19T21:09:24,CUSTOMER,8,CLOSED,HIGH,Carla Mendes,BUG,1
TKT-301328,ACCT-02664,Distribuidora Carvalho S.A.,SMB,FREE,EMAIL,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-03-07T02:28:38,2026-03-18T03:36:58,AGENT,2,RESOLVED,URGENT,Carla Mendes,BUG,0
TKT-300494,ACCT-02683,Farma Carvalho do Brasil,MID,GROWTH,EMAIL,Como adiciono um novo usuário?,Sou admin e não acho onde convidar mais alguém.,2026-03-07T02:39:17,2026-03-16T05:54:21,AGENT,1,RESOLVED,LOW,João Vargas,,0
TKT-304377,ACCT-02047,Tecnologia Fernandes Ltda,SMB,STARTER,EMAIL,Como adiciono um novo usuário?,Sou admin e não acho onde convidar mais alguém.,2026-03-07T03:03:39,2026-03-07T11:10:28,AGENT,2,WAITING_CUSTOMER,HIGH,João Vargas,HOW_TO,2
TKT-300506,ACCT-02132,Logística Ribeiro S.A.,MID,GROWTH,EMAIL,Boleto não chegou no email,"Olá, ainda não recebi o boleto da fatura deste mês. Podem reenviar para meu financeiro?",2026-03-07T03:20:12,2026-03-08T16:42:12,CUSTOMER,5,CLOSED,HIGH,Bruno Lima,,0
TKT-305018,ACCT-02305,Tecnologia Pereira ME,SMB,STARTER,CHAT,Queremos fazer downgrade pro Free,O ROI não está justificando o GROWTH — pode rebaixar pro plano gratuito?,2026-03-07T03:20:23,2026-03-16T01:32:28,CUSTOMER,3,RESOLVED,HIGH,Bruno Lima,CHURN_SIGNAL,0
TKT-301195,ACCT-02620,Atacadista Andrade do Brasil,SMB,GROWTH,PHONE_CALLBACK,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-03-07T03:36:31,2026-03-17T12:35:56,AGENT,2,RESOLVED,URGENT,Bruno Lima,,0
TKT-305726,ACCT-02457,Distribuidora Fernandes,SMB,FREE,EMAIL,Estamos avaliando trocar de fornecedor,"Oi, tudo bem? Estamos olhando outras soluções e queria entender se vale a pena renovar.",2026-03-07T03:43:27,2026-03-15T09:06:09,CUSTOMER,3,RESOLVED,HIGH,Felipe Nunes,,3
TKT-304862,ACCT-02126,Serviços Costa,ENT,ENTERPRISE,PHONE_CALLBACK,Sugestão de campo customizado no perfil,Precisamos guardar o CNPJ secundário do cliente em algum lugar.,2026-03-07T03:45:41,2026-03-13T22:33:43,AGENT,3,CLOSED,HIGH,Ana Souza,,2
TKT-304400,ACCT-02297,Distribuidora Andrade do Brasil,SMB,FREE,WHATSAPP,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-03-07T04:08:52,2026-03-15T17:27:42,AGENT,6,CLOSED,HIGH,Henrique Faria,,2
TKT-302847,ACCT-02229,Logística Carvalho S.A.,MID,STARTER,EMAIL,Feedback geral sobre o produto,"Só queria mandar um obrigado, time. UX melhorou bastante esse ano.",2026-03-07T04:14:31,2026-03-14T13:36:18,AGENT,2,RESOLVED,MEDIUM,Giovana Reis,,1
TKT-304907,ACCT-02678,Soluções Oliveira ME,SMB,STARTER,CHAT,Parceria comercial,Trabalhamos com um produto complementar — quem fala sobre integração de marketing?,2026-03-07T04:18:09,2026-03-12T22:15:42,AGENT,6,CLOSED,LOW,João Vargas,,0
TKT-302305,ACCT-02637,Varejo Santos ME,SMB,STARTER,EMAIL,Migração para outra plataforma,Vamos migrar pra um concorrente no próximo ciclo. Como exporto tudo?,2026-03-07T04:25:20,2026-03-09T20:19:43,AGENT,2,RESOLVED,LOW,João Vargas,,2
TKT-303666,ACCT-02290,Logística Costa Ltda,MID,GROWTH,EMAIL,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-03-07T04:28:06,,,0,NEW,URGENT,,,1
TKT-305615,ACCT-02427,Construtora Ferreira S.A.,SMB,STARTER,CHAT,Boleto não chegou no email,"Olá, ainda não recebi o boleto da fatura deste mês. Podem reenviar para meu financeiro?",2026-03-07T04:37:13,2026-03-11T11:34:18,CUSTOMER,1,WAITING_CUSTOMER,MEDIUM,Diego Cruz,BILLING,2
TKT-305112,ACCT-02103,Indústria Almeida S.A.,SMB,FREE,EMAIL,Como integro com nosso ERP?,Usamos um ERP próprio. Vocês têm SDK ou só REST?,2026-03-07T04:56:53,2026-03-09T17:35:51,CUSTOMER,3,CLOSED,LOW,Karina Melo,,1
TKT-302959,ACCT-02481,Serviços Ferreira S.A.,SMB,GROWTH,EMAIL,Falta filtro por tag no listão,Conseguiríamos filtrar registros pela tag custom? Hoje só dá pra ordenar.,2026-03-07T05:36:31,2026-03-10T20:58:01,AGENT,2,IN_PROGRESS,URGENT,Karina Melo,FEATURE_REQUEST,1
TKT-304413,ACCT-02430,Engenharia Costa S.A.,SMB,STARTER,PHONE_CALLBACK,Falta filtro por tag no listão,Conseguiríamos filtrar registros pela tag custom? Hoje só dá pra ordenar.,2026-03-07T05:52:45,2026-03-14T17:38:35,CUSTOMER,5,RESOLVED,MEDIUM,Giovana Reis,,2
TKT-300572,ACCT-02401,Comércio Costa S.A.,MID,GROWTH,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-03-07T06:00:28,2026-03-20T18:03:44,AGENT,5,RESOLVED,MEDIUM,Henrique Faria,HOW_TO,0
TKT-305616,ACCT-02484,Têxtil Santos ME,MID,GROWTH,EMAIL,Sugestão: exportar em XLSX,Hoje só temos CSV — seria muito útil ter XLSX com formatação.,2026-03-07T06:00:31,2026-03-07T08:02:07,AGENT,3,CLOSED,URGENT,Henrique Faria,,0
TKT-301820,ACCT-02496,Tecnologia Lima S.A.,SMB,GROWTH,CHAT,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-03-07T06:10:20,2026-03-12T05:30:46,AGENT,5,CLOSED,MEDIUM,Carla Mendes,,0
TKT-306181,ACCT-02509,Tecnologia Ribeiro Ltda,SMB,STARTER,EMAIL,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-03-07T06:36:23,2026-03-13T00:12:54,AGENT,4,CLOSED,MEDIUM,Giovana Reis,,1
TKT-300911,ACCT-02691,Varejo Lima,SMB,FREE,WHATSAPP,Cancelamento da conta,"Por favor, gostaria de cancelar nosso plano. Não estamos vendo retorno.",2026-03-07T07:00:38,2026-03-15T18:11:18,CUSTOMER,3,IN_PROGRESS,HIGH,Carla Mendes,,0
TKT-306083,ACCT-02482,Construtora Ferreira do Brasil,SMB,FREE,EMAIL,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-03-07T07:15:38,2026-03-10T07:56:17,AGENT,4,CLOSED,HIGH,Carla Mendes,,0
TKT-302580,ACCT-02396,Comércio Santos do Brasil,MID,ENTERPRISE,EMAIL,Falta filtro por tag no listão,Conseguiríamos filtrar registros pela tag custom? Hoje só dá pra ordenar.,2026-03-07T07:38:15,2026-03-15T08:38:03,AGENT,3,RESOLVED,MEDIUM,Bruno Lima,,0
TKT-304994,ACCT-02142,Distribuidora Andrade,SMB,FREE,CHAT,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-03-07T07:44:10,2026-03-15T17:24:46,AGENT,3,RESOLVED,LOW,Felipe Nunes,,0
TKT-302601,ACCT-02404,Comércio Andrade,SMB,FREE,CHAT,Boleto não chegou no email,"Olá, ainda não recebi o boleto da fatura deste mês. Podem reenviar para meu financeiro?",2026-03-07T07:48:32,2026-03-14T06:49:55,AGENT,1,WAITING_CUSTOMER,LOW,Ana Souza,,0
TKT-302222,ACCT-02208,Serviços Oliveira ME,MID,STARTER,CHAT,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-03-07T08:00:17,2026-03-16T09:20:46,CUSTOMER,3,IN_PROGRESS,MEDIUM,Carla Mendes,,0
TKT-306130,ACCT-02065,Transportes Pereira do Brasil,SMB,FREE,EMAIL,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-03-07T08:16:54,2026-03-10T13:12:30,AGENT,7,CLOSED,HIGH,Giovana Reis,HOW_TO,0
TKT-303185,ACCT-02028,Indústria Costa do Brasil,MID,ENTERPRISE,EMAIL,Boleto não chegou no email,"Olá, ainda não recebi o boleto da fatura deste mês. Podem reenviar para meu financeiro?",2026-03-07T08:22:29,2026-03-11T06:11:48,AGENT,3,RESOLVED,HIGH,Felipe Nunes,BILLING,0
TKT-303282,ACCT-02319,Tecnologia Pereira ME,SMB,STARTER,EMAIL,Migração para outra plataforma,Vamos migrar pra um concorrente no próximo ciclo. Como exporto tudo?,2026-03-07T08:42:47,,,0,NEW,LOW,,,0
TKT-305907,ACCT-02052,Varejo Souza S.A.,ENT,GROWTH,EMAIL,Erro 500 ao salvar relatório,Quando clico em 'Exportar' o sistema retorna 500. Tentei em três navegadores diferentes.,2026-03-07T08:59:49,2026-03-10T02:16:42,AGENT,3,WAITING_CUSTOMER,HIGH,Karina Melo,,0
TKT-300714,ACCT-02069,Serviços Almeida Ltda,SMB,STARTER,CHAT,Feedback geral sobre o produto,"Só queria mandar um obrigado, time. UX melhorou bastante esse ano.",2026-03-07T09:07:16,2026-03-10T04:27:43,AGENT,3,RESOLVED,MEDIUM,Carla Mendes,,0
TKT-306996,ACCT-02249,Tecnologia Ribeiro do Brasil,SMB,GROWTH,EMAIL,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-03-07T09:09:48,2026-03-12T09:21:38,CUSTOMER,2,RESOLVED,HIGH,João Vargas,,1
TKT-303477,ACCT-02623,Varejo Santos do Brasil,SMB,GROWTH,EMAIL,Erro 500 ao salvar relatório,Quando clico em 'Exportar' o sistema retorna 500. Tentei em três navegadores diferentes.,2026-03-07T10:56:47,2026-03-11T07:24:53,AGENT,4,CLOSED,HIGH,Henrique Faria,BUG,1
TKT-304093,ACCT-02119,Engenharia Ferreira do Brasil,SMB,STARTER,EMAIL,Como integro com nosso ERP?,Usamos um ERP próprio. Vocês têm SDK ou só REST?,2026-03-07T11:05:26,2026-03-17T09:25:16,CUSTOMER,1,CLOSED,LOW,Ana Souza,,5
TKT-300827,ACCT-02318,Engenharia Almeida ME,MID,GROWTH,EMAIL,Parceria comercial,Trabalhamos com um produto complementar — quem fala sobre integração de marketing?,2026-03-07T11:25:43,2026-03-19T22:46:29,AGENT,6,CLOSED,MEDIUM,Bruno Lima,,0
TKT-305924,ACCT-02559,Distribuidora Pereira ME,SMB,STARTER,EMAIL,Sugestão: exportar em XLSX,Hoje só temos CSV — seria muito útil ter XLSX com formatação.,2026-03-07T11:41:04,2026-03-16T07:45:56,AGENT,8,CLOSED,MEDIUM,Carla Mendes,,1
TKT-303622,ACCT-02006,Soluções Rodrigues do Brasil,SMB,FREE,EMAIL,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-03-07T12:12:18,2026-03-11T21:57:47,AGENT,6,CLOSED,URGENT,Ana Souza,,0
TKT-305496,ACCT-02370,Engenharia Fernandes S.A.,SMB,GROWTH,EMAIL,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-03-07T12:48:04,2026-03-19T13:12:09,CUSTOMER,6,CLOSED,MEDIUM,Carla Mendes,,1
TKT-301201,ACCT-02395,Atacadista Almeida S.A.,SMB,STARTER,WHATSAPP,Erro 500 ao salvar relatório,Quando clico em 'Exportar' o sistema retorna 500. Tentei em três navegadores diferentes.,2026-03-07T12:49:47,,,0,NEW,HIGH,,BUG,0
TKT-303377,ACCT-02427,Construtora Ferreira S.A.,SMB,STARTER,CHAT,Queremos fazer downgrade pro Free,O ROI não está justificando o GROWTH — pode rebaixar pro plano gratuito?,2026-03-07T12:58:39,2026-03-15T01:41:00,AGENT,5,CLOSED,URGENT,Henrique Faria,CHURN_SIGNAL,2
TKT-303652,ACCT-02192,Distribuidora Souza do Brasil,SMB,STARTER,EMAIL,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-03-07T13:03:17,2026-03-14T14:13:34,AGENT,5,CLOSED,MEDIUM,Isadora Pinto,,2
TKT-304502,ACCT-02109,Atacadista Souza do Brasil,SMB,STARTER,WHATSAPP,Convite pra evento,"Vamos sediar um meetup em SP, queriam falar de SaaS B2B?",2026-03-07T13:14:25,2026-03-20T06:23:52,AGENT,3,CLOSED,MEDIUM,Henrique Faria,,4
TKT-306333,ACCT-02340,Distribuidora Ribeiro ME,MID,ENTERPRISE,EMAIL,Falta filtro por tag no listão,Conseguiríamos filtrar registros pela tag custom? Hoje só dá pra ordenar.,2026-03-07T13:16:37,2026-03-15T16:07:55,AGENT,1,CLOSED,MEDIUM,Bruno Lima,FEATURE_REQUEST,2
TKT-300115,ACCT-02022,Têxtil Pereira,SMB,STARTER,EMAIL,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-03-07T13:40:31,2026-03-09T22:10:25,CUSTOMER,3,RESOLVED,MEDIUM,Diego Cruz,,0
TKT-301357,ACCT-02116,Logística Carvalho do Brasil,SMB,STARTER,PHONE_CALLBACK,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-03-07T13:40:46,2026-03-13T10:12:08,AGENT,6,RESOLVED,URGENT,João Vargas,BUG,1
TKT-306793,ACCT-02124,Varejo Fernandes Ltda,MID,GROWTH,CHAT,Pedido de nota fiscal de janeiro,Preciso da NF-e referente à competência 01/2026 pro fechamento contábil.,2026-03-07T13:57:33,2026-03-14T22:48:37,AGENT,4,CLOSED,LOW,Henrique Faria,,1
TKT-302078,ACCT-02257,Farma Souza,MID,GROWTH,EMAIL,Dúvida sobre upgrade de plano,"Se eu mudar pra GROWTH agora, a cobrança é proporcional ou já vem cheia?",2026-03-07T15:11:35,2026-03-20T04:02:12,AGENT,4,IN_PROGRESS,LOW,Karina Melo,BILLING,0
TKT-305931,ACCT-02403,Farma Oliveira,SMB,STARTER,EMAIL,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-03-07T15:23:57,,,0,NEW,MEDIUM,,BUG,1
